,phrase,label,sentiment,subjectivity,language,count
Experten-Kommission: Wie,Experten-Kommission: Wie,MISC,,,de,1
Marie-Agnes,Marie-Agnes,MISC,,,de,1
Gesundheitsm…,Gesundheitsm…,MISC,,,de,1
Liveticker: +++ 09:14,Liveticker: +++ 09:14,MISC,,,de,1
TRT Haber,TRT Haber,MISC,,,de,1
"Standard
","Standard
",MISC,,,de,1
Ielt,Ielt,MISC,,,de,1
Lübeck: Sanierung der,Lübeck: Sanierung der,MISC,,,de,1
Ein Hygrometer,Ein Hygrometer,MISC,,,de,1
Solare,Solare,MISC,,,de,1
Klima-,Klima-,MISC,,,de,1
Raketen-WM,Raketen-WM,MISC,,,de,1
ZDF-Werbechef,ZDF-Werbechef,MISC,,,de,1
Meg…,Meg…,MISC,,,de,1
Ein Total-Boykott,Ein Total-Boykott,MISC,,,de,1
Schlachtfeld eines Wertekonflikts,Schlachtfeld eines Wertekonflikts,MISC,,,de,1
Corona,Corona,MISC,0.0,0.0,de,1
Die Situation,Die Situation,MISC,,,de,1
Tipps & Tricks: Sodastream,Tipps & Tricks: Sodastream,MISC,,,de,1
Mini-Wachstum.,Mini-Wachstum.,MISC,,,de,1
WM 2022,WM 2022,MISC,,,de,1
"Energie.gv.at, auf der die Daten","Energie.gv.at, auf der die Daten",MISC,,,de,1
DFB-Präsidenten,DFB-Präsidenten,MISC,,,de,1
Ölheizung.…,Ölheizung.…,MISC,,,de,1
Das Allgäu Online!,Das Allgäu Online!,MISC,,,de,1
RWE-Chef Markus Krebber: »Wir,RWE-Chef Markus Krebber: »Wir,MISC,,,de,1
Dein Browser,Dein Browser,MISC,,,de,1
Katar-WM,Katar-WM,MISC,,,de,1
DFB-Elf,DFB-Elf,MISC,,,de,1
Zeit auf dem Sofa,Zeit auf dem Sofa,MISC,,,de,1
TTF,TTF,MISC,-0.7,0.0,de,1
Kamera.,Kamera.,MISC,,,de,1
BER.,BER.,MISC,,,de,1
Metaversum.,Metaversum.,MISC,,,de,1
MünchenDer,MünchenDer,MISC,,,de,1
Eine Schwangere und vier weitere Menschen,Eine Schwangere und vier weitere Menschen,MISC,,,de,1
Erdbeben-Opfern,Erdbeben-Opfern,MISC,,,de,1
Blackout-Warnung,Blackout-Warnung,MISC,,,de,1
WM-Träume,WM-Träume,MISC,,,de,1
7Arbeiter,7Arbeiter,MISC,,,de,1
Katarisches Nationalteam: Die Kinder der Gastarbeiter,Katarisches Nationalteam: Die Kinder der Gastarbeiter,MISC,,,de,1
Flüssiggas-Terminals,Flüssiggas-Terminals,MISC,0.35,0.0,de,1
har…,har…,MISC,,,de,1
Im Moment,Im Moment,MISC,,,de,1
Redlberger-Fritz.,Redlberger-Fritz.,MISC,,,de,1
Hartz-IV-Haushalten,Hartz-IV-Haushalten,MISC,,,de,1
Das Monster,Das Monster,MISC,,,de,1
Monster,Monster,MISC,,,de,1
Preis für Deutschlands warmen Winter,Preis für Deutschlands warmen Winter,MISC,,,de,1
Kolumbianer.,Kolumbianer.,MISC,,,de,1
Katastrophenschutzes,Katastrophenschutzes,MISC,,,de,1
Jahr 2023,Jahr 2023,MISC,,,de,1
BBK-Chef Ral…,BBK-Chef Ral…,MISC,,,de,1
Winter: Terminals,Winter: Terminals,MISC,,,de,1
Terminal-Kosten,Terminal-Kosten,MISC,,,de,1
Winter:,Winter:,MISC,,,de,1
Wärme mit Risiken,Wärme mit Risiken,MISC,,,de,1
… lp,… lp,MISC,,,de,1
PG),PG),MISC,,,de,1
Pnek vellele,Pnek vellele,MISC,,,de,1
Blackout-Angst,Blackout-Angst,MISC,,,de,1
Notstromaggregaten.,Notstromaggregaten.,MISC,,,de,1
Dieselaggregaten,Dieselaggregaten,MISC,,,de,1
Android TV:,Android TV:,MISC,,,de,1
Investitionsschutzvertrag,Investitionsschutzvertrag,MISC,,,de,1
Indonesische,Indonesische,MISC,,,de,1
Informatio…,Informatio…,MISC,,,de,1
Anti-Grüne,Anti-Grüne,MISC,,,de,1
Energiekrise: Streit um,Energiekrise: Streit um,MISC,,,de,1
Schweiz,Schweiz,MISC,0.0,0.0,de,1
Schweiz.,Schweiz.,MISC,,,de,1
Cyberangrif…,Cyberangrif…,MISC,,,de,1
Energiekrise: Die Kraft der Krise: Wie,Energiekrise: Die Kraft der Krise: Wie,MISC,,,de,1
EU-Kommission: Streit,EU-Kommission: Streit,MISC,,,de,1
russischen Überfalls,russischen Überfalls,MISC,,,de,1
Google Keep-App,Google Keep-App,MISC,,,de,1
Katar.,Katar.,MISC,,,de,1
FOC…,FOC…,MISC,,,de,1
Ukraine Tausende Wärmestuben,Ukraine Tausende Wärmestuben,MISC,,,de,1
ukrainisches,ukrainisches,MISC,,,de,1
Widerstandsgeist seiner Landsleute.,Widerstandsgeist seiner Landsleute.,MISC,,,de,1
Energiekrise: Bundesregierung,Energiekrise: Bundesregierung,MISC,,,de,1
Widerstandsgeist seines Volkes,Widerstandsgeist seines Volkes,MISC,,,de,1
russische Invasion beschworen…,russische Invasion beschworen…,MISC,,,de,1
Donnerstag.,Donnerstag.,MISC,0.0,0.0,de,1
Neue Regeln und Gesetze,Neue Regeln und Gesetze,MISC,,,de,1
X-tra,X-tra,MISC,,,de,1
Jahr bei der Klimaabgabe,Jahr bei der Klimaabgabe,MISC,,,de,1
Auffrischimpfungen u…,Auffrischimpfungen u…,MISC,,,de,1
Playmobil,Playmobil,MISC,,,de,1
Grippe: Suche nach Universalimpfstoff.,Grippe: Suche nach Universalimpfstoff.,MISC,,,de,1
HPV,HPV,MISC,,,de,1
Staa…,Staa…,MISC,,,de,1
CO₂-Abgabe,CO₂-Abgabe,MISC,,,de,1
Streit über EU-Gaspreisdeckel,Streit über EU-Gaspreisdeckel,MISC,,,de,1
EU-Gaspreisdeckel.,EU-Gaspreisdeckel.,MISC,,,de,1
indonesischen,indonesischen,MISC,,,de,1
Frankfurter,Frankfurter,MISC,,,de,1
Krim-Stadt Sewastopol,Krim-Stadt Sewastopol,MISC,,,de,1
Nuklearprogramms.,Nuklearprogramms.,MISC,,,de,1
neuen Jahr für Gas und Strom,neuen Jahr für Gas und Strom,MISC,,,de,1
Krieg gegen die Ukraine:,Krieg gegen die Ukraine:,MISC,,,de,1
"Alles dafür tun,","Alles dafür tun,",MISC,,,de,1
Angriffskrieg der,Angriffskrieg der,MISC,,,de,1
Dez…,Dez…,MISC,,,de,1
Warum der Kampf gegen die Klimakrise,Warum der Kampf gegen die Klimakrise,MISC,,,de,1
LeipzigDer,LeipzigDer,MISC,,,de,1
Karstadt-,Karstadt-,MISC,,,de,1
Selbstbestimmungsgesetzes.,Selbstbestimmungsgesetzes.,MISC,,,de,1
Po…,Po…,MISC,,,de,1
Liveticker: +++ 08:55,Liveticker: +++ 08:55,MISC,,,de,1
"Kriegs: ""Unmöglich, so zu","Kriegs: ""Unmöglich, so zu",MISC,,,de,1
"Energiepauschale, Fahrplanwechsel","Energiepauschale, Fahrplanwechsel",MISC,,,de,1
beschiesst,beschiesst,MISC,,,de,1
Deutsche R…,Deutsche R…,MISC,,,de,1
Zen…,Zen…,MISC,,,de,1
Schimmelgefahr.,Schimmelgefahr.,MISC,,,de,1
pro Jahr,pro Jahr,MISC,,,de,1
Insolvenzge…,Insolvenzge…,MISC,,,de,1
Star News,Star News,MISC,,,de,1
"Star News
</li><li>Aurora Ramazotti","Star News
</li><li>Aurora Ramazotti",MISC,,,de,1
Sanierungsfällen.,Sanierungsfällen.,MISC,,,de,1
Plenarsaal-Trakt.,Plenarsaal-Trakt.,MISC,,,de,1
Notizen-App Google Keep,Notizen-App Google Keep,MISC,,,de,1
Ein Jahr nach der Machtübernahme der,Ein Jahr nach der Machtübernahme der,MISC,,,de,1
Skript,Skript,MISC,,,de,1
Wirtschaftsm…,Wirtschaftsm…,MISC,,,de,1
Hbtnåslufo jtu,Hbtnåslufo jtu,MISC,,,de,1
Familie: Viele,Familie: Viele,MISC,,,de,1
Großflächiger Blackout,Großflächiger Blackout,MISC,,,de,1
Gas- und Stromspeicher,Gas- und Stromspeicher,MISC,,,de,1
Derweil sinken…,Derweil sinken…,MISC,,,de,1
Hoeg Esperanza,Hoeg Esperanza,MISC,,,de,1
Energiepauschale.,Energiepauschale.,MISC,0.0,0.0,de,1
Liveticker: +++ 21:40 Bericht:,Liveticker: +++ 21:40 Bericht:,MISC,,,de,1
Thera Fit,Thera Fit,MISC,,,de,1
Kilowattstunde,Kilowattstunde,MISC,,,de,1
Üb…,Üb…,MISC,,,de,1
neuen Jahr,neuen Jahr,MISC,,,de,1
Qsfjttufjhfsvohfo bo efo xfmuxfjufo,Qsfjttufjhfsvohfo bo efo xfmuxfjufo,MISC,,,de,1
Gasag.,Gasag.,MISC,,,de,1
CDU-/CSU-Anfrage,CDU-/CSU-Anfrage,MISC,,,de,1
Wetterlage im Ticker,Wetterlage im Ticker,MISC,,,de,1
AKW-Abfall,AKW-Abfall,MISC,,,de,1
AKW-Abfall aus Biblis,AKW-Abfall aus Biblis,MISC,,,de,1
Regierungspräsidium,Regierungspräsidium,MISC,,,de,1
hessische,hessische,MISC,,,de,1
Spot-Preise k…,Spot-Preise k…,MISC,,,de,1
Hungersnot vor …,Hungersnot vor …,MISC,,,de,1
Neptune,Neptune,MISC,,,de,1
niederländische,niederländische,MISC,,,de,1
Lö…,Lö…,MISC,,,de,1
Gemeinsa…,Gemeinsa…,MISC,,,de,1
Haltesignals,Haltesignals,MISC,,,de,1
Erster LNG-Anleger,Erster LNG-Anleger,MISC,,,de,1
Russische,Russische,MISC,,,de,1
Weltmeiste…,Weltmeiste…,MISC,,,de,1
Russland:,Russland:,MISC,,,de,1
Gashändler.,Gashändler.,MISC,,,de,1
Die Temperaturen,Die Temperaturen,MISC,,,de,1
"Nacht When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.","Nacht When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.",MISC,,,de,1
Thermostat,Thermostat,MISC,,,de,1
Zeit der Strom,Zeit der Strom,MISC,,,de,1
"Bundesbank, die Finanzaufsic…","Bundesbank, die Finanzaufsic…",MISC,,,de,1
HelsinkiNoch in diesem Jahr,HelsinkiNoch in diesem Jahr,MISC,,,de,1
Tag für Wi…,Tag für Wi…,MISC,,,de,1
Vorjahresverbrauch,Vorjahresverbrauch,MISC,,,de,1
Flüssiggas-Terminals.,Flüssiggas-Terminals.,MISC,,,de,1
Winters.,Winters.,MISC,,,de,1
Die plötzlich s…,Die plötzlich s…,MISC,,,de,1
WM in Katar:,WM in Katar:,MISC,,,de,1
"Suspilne, der sich","Suspilne, der sich",MISC,,,de,1
Fußball-Weltmeisterschaft.,Fußball-Weltmeisterschaft.,MISC,,,de,1
Dein SPIEGEL:,Dein SPIEGEL:,MISC,,,de,1
Goretzka:Es,Goretzka:Es,MISC,,,de,1
nächsten Winter,nächsten Winter,MISC,,,de,1
OMV-Chef Stern,OMV-Chef Stern,MISC,,,de,1
Süddeutsche Zeitung,Süddeutsche Zeitung,MISC,,,de,1
DNA-Testergebnisse,DNA-Testergebnisse,MISC,,,de,1
OMV-Chef Alfred Stern.,OMV-Chef Alfred Stern.,MISC,,,de,1
Entwarnung,Entwarnung,MISC,,,de,1
Entwarnung bedeu…,Entwarnung bedeu…,MISC,,,de,1
em>SWR</em>-Recherchen,em>SWR</em>-Recherchen,MISC,,,de,1
Sicherheitsexpert…,Sicherheitsexpert…,MISC,,,de,1
Weltmeisterschaft,Weltmeisterschaft,MISC,,,de,1
fimfoepsg.Gbttbef.voe.Gfotufs.xfsefo.tbojfsu/iunm# ub,fimfoepsg.Gbttbef.voe.Gfotufs.xfsefo.tbojfsu/iunm# ub,MISC,,,de,1
Blackout-Szenario.,Blackout-Szenario.,MISC,,,de,1
Stromausfällen ko…,Stromausfällen ko…,MISC,,,de,1
Gen Z,Gen Z,MISC,,,de,1
Energienetz,Energienetz,MISC,,,de,1
elf Jahre ins,elf Jahre ins,MISC,,,de,1
Klinsmann-Kritik,Klinsmann-Kritik,MISC,,,de,1
US-Elite-Universität Stanford,US-Elite-Universität Stanford,MISC,,,de,1
BILD-Lesern.,BILD-Lesern.,MISC,,,de,1
Sieben Energie-Experten,Sieben Energie-Experten,MISC,,,de,1
Lesern.,Lesern.,MISC,,,de,1
Verbraucherinnen un…,Verbraucherinnen un…,MISC,,,de,1
"WELT
</li><li>Energieversorgung:","WELT
</li><li>Energieversorgung:",MISC,,,de,1
JU-Chef Winkel,JU-Chef Winkel,MISC,,,de,1
Deutschlandtags,Deutschlandtags,MISC,,,de,1
Tag: „Kimmich,Tag: „Kimmich,MISC,,,de,1
"Horrorhäuser von Rendsburg: Schimmel, Wasserschäden, Aufzug","Horrorhäuser von Rendsburg: Schimmel, Wasserschäden, Aufzug",MISC,,,de,1
BBK)  Ralph Tiesler,BBK)  Ralph Tiesler,MISC,,,de,1
Iran: Mehr,Iran: Mehr,MISC,,,de,1
Rabbinerhaus,Rabbinerhaus,MISC,,,de,1
Blackouts?,Blackouts?,MISC,,,de,1
Faschismus.,Faschismus.,MISC,,,de,1
"Welt am Sonntag« gesagt, Ursache","Welt am Sonntag« gesagt, Ursache",MISC,,,de,1
STROMVERSORGUNG,STROMVERSORGUNG,MISC,,,de,1
Blackout-Aktien,Blackout-Aktien,MISC,,,de,1
… Ple houueu plek,… Ple houueu plek,MISC,,,de,1
lO ZuOeul,lO ZuOeul,MISC,,,de,1
Zerstörte Stromversorgung,Zerstörte Stromversorgung,MISC,,,de,1
BBK-Chef,BBK-Chef,MISC,,,de,1
Gasmarkt-Experten:,Gasmarkt-Experten:,MISC,,,de,1
Die Betreiber der,Die Betreiber der,MISC,,,de,1
"Euro
","Euro
",MISC,,,de,1
Wirtschaftsminister,Wirtschaftsminister,MISC,,,de,1
Wärmefo…,Wärmefo…,MISC,,,de,1
Hartz IV,Hartz IV,MISC,,,de,1
Gastbeitrag | COP27,Gastbeitrag | COP27,MISC,,,de,1
Ägypten: Klimakonferenz,Ägypten: Klimakonferenz,MISC,,,de,1
Filmpark-Schule.,Filmpark-Schule.,MISC,,,de,1
CSU-Chef a…,CSU-Chef a…,MISC,,,de,1
Liveticker: +++ 07:58,Liveticker: +++ 07:58,MISC,,,de,1
Holodomor-Mahnmälern,Holodomor-Mahnmälern,MISC,,,de,1
Ukrainer ohn…,Ukrainer ohn…,MISC,,,de,1
Hungerkatastrophe,Hungerkatastrophe,MISC,,,de,1
"Foto: Wintershall Dea) 
Kassel","Foto: Wintershall Dea) 
Kassel",MISC,,,de,1
englischen,englischen,MISC,,,de,1
"Hans Otto Theater: Schimmel, Pimmel,","Hans Otto Theater: Schimmel, Pimmel,",MISC,,,de,1
Fer…,Fer…,MISC,,,de,1
Sonntagvormittag,Sonntagvormittag,MISC,,,de,1
Nord-Stream-Pipelines.,Nord-Stream-Pipelines.,MISC,,,de,1
V<em>,V<em>,MISC,,,de,1
Dreihundert Euro,Dreihundert Euro,MISC,,,de,1
Kabinett bes…,Kabinett bes…,MISC,,,de,1
uelaeuaeueu Iekleu,uelaeuaeueu Iekleu,MISC,,,de,1
Eng wird’s,Eng wird’s,MISC,,,de,1
Gas-Pipelines,Gas-Pipelines,MISC,,,de,1
Laura,Laura,MISC,,,de,1
Pelpele,Pelpele,MISC,,,de,1
Pie…,Pie…,MISC,,,de,1
Speicherbetreiber:,Speicherbetreiber:,MISC,,,de,1
MünchenDie,MünchenDie,MISC,,,de,1
Wärmflasche gegen Kälte:,Wärmflasche gegen Kälte:,MISC,,,de,1
NEUER,NEUER,MISC,,,de,1
Herr we…,Herr we…,MISC,,,de,1
Deutschen Maschinenbaugipfel,Deutschen Maschinenbaugipfel,MISC,,,de,1
LieÃŸe,LieÃŸe,MISC,,,de,1
Herr weâ€¦,Herr weâ€¦,MISC,,,de,1
ENERGIEKRISE: „Der Schuss,ENERGIEKRISE: „Der Schuss,MISC,,,de,1
Warum Hunderttausende Heizlüfter,Warum Hunderttausende Heizlüfter,MISC,,,de,1
Einspeichern von Gas,Einspeichern von Gas,MISC,,,de,1
Europas Gasinfrastruktur-Betreibern,Europas Gasinfrastruktur-Betreibern,MISC,,,de,1
Dienstagabend he…,Dienstagabend he…,MISC,,,de,1
Die Stimme Berlins.,Die Stimme Berlins.,MISC,,,de,1
"Die Stimme Berlins
</li><li>","Die Stimme Berlins
</li><li>",MISC,,,de,1
Kalter Winter“:,Kalter Winter“:,MISC,,,de,1
"Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ","Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ",MISC,,,de,1
Lässt,Lässt,MISC,,,de,1
Höchststands von 1996.,Höchststands von 1996.,MISC,,,de,1
Hübner.,Hübner.,MISC,,,de,1
Ostsee-Gaspipelines Nord Stream 1,Ostsee-Gaspipelines Nord Stream 1,MISC,,,de,1
polnische,polnische,MISC,,,de,1
Livestream.,Livestream.,MISC,,,de,1
diesem Jahr,diesem Jahr,MISC,,,de,1
Ohnmacht der Gewohnheit,Ohnmacht der Gewohnheit,MISC,,,de,1
aktua­litätsbeflissenes,aktua­litätsbeflissenes,MISC,,,de,1
BASF-Standort,BASF-Standort,MISC,,,de,1
Alternativmodell,Alternativmodell,MISC,,,de,1
Popstar der…,Popstar der…,MISC,,,de,1
Nachkriegsjahren,Nachkriegsjahren,MISC,,,de,1
9-Euro-Ticket,9-Euro-Ticket,MISC,,,de,1
LNG-Terminalschiff,LNG-Terminalschiff,MISC,,,de,1
Gasunternehmens Uniper,Gasunternehmens Uniper,MISC,,,de,1
Beschaffungspreis,Beschaffungspreis,MISC,,,de,1
BerlinDer,BerlinDer,MISC,,,de,1
Kälte & Stromausfall:,Kälte & Stromausfall:,MISC,,,de,1
ungarischen,ungarischen,MISC,,,de,1
Bomben-Schaden,Bomben-Schaden,MISC,,,de,1
Britischer,Britischer,MISC,,,de,1
no…,no…,MISC,,,de,1
Grundverbrauch,Grundverbrauch,MISC,,,de,1
BSI-Chef,BSI-Chef,MISC,,,de,1
Energiepreiskrise: Preis,Energiepreiskrise: Preis,MISC,,,de,1
Ukraine-Kriegs.,Ukraine-Kriegs.,MISC,,,de,1
Gaskrise: Viele HeilbÃ¤der,Gaskrise: Viele HeilbÃ¤der,MISC,,,de,1
leerâ€¦,leerâ€¦,MISC,,,de,1
Nichts anderes,Nichts anderes,MISC,,,de,1
GaspreiseWer,GaspreiseWer,MISC,,,de,1
Nord-Stream-Lecks:,Nord-Stream-Lecks:,MISC,,,de,1
Aufklärungsmission  ,Aufklärungsmission  ,MISC,,,de,1
Mutmaßliche Pipeline-Sabotage.,Mutmaßliche Pipeline-Sabotage.,MISC,,,de,1
FOCUS onli…,FOCUS onli…,MISC,,,de,1
Gasverbraucher,Gasverbraucher,MISC,,,de,1
Taxonomie-Verordnung,Taxonomie-Verordnung,MISC,,,de,1
Importausfälle: Einigung,Importausfälle: Einigung,MISC,,,de,1
Ukrainischer,Ukrainischer,MISC,,,de,1
Ostsee-Gaspipelines +++ NATO:,Ostsee-Gaspipelines +++ NATO:,MISC,,,de,1
"EU-Kommission, Gas und Atomkraft","EU-Kommission, Gas und Atomkraft",MISC,,,de,1
Landtagswahl in Niedersachsen,Landtagswahl in Niedersachsen,MISC,,,de,1
"Uhr
","Uhr
",MISC,,,de,1
Tag nach der Wahl in,Tag nach der Wahl in,MISC,,,de,1
G 7,G 7,MISC,,,de,1
EU-weite Gaspreisbremse?,EU-weite Gaspreisbremse?,MISC,,,de,1
EU-Schulden.,EU-Schulden.,MISC,,,de,1
LNG-Standorten,LNG-Standorten,MISC,,,de,1
LNG-Terminals Wilhelmshaven,LNG-Terminals Wilhelmshaven,MISC,,,de,1
Wasserstoff-Netz,Wasserstoff-Netz,MISC,,,de,1
Französische,Französische,MISC,,,de,1
Heißer Herbst,Heißer Herbst,MISC,,,de,1
Frankreich:,Frankreich:,MISC,,,de,1
Frankreich: Mehrere Zehntausende,Frankreich: Mehrere Zehntausende,MISC,,,de,1
süddeutscher,süddeutscher,MISC,,,de,1
Gas in Deutschland: Wie viel Erdgas,Gas in Deutschland: Wie viel Erdgas,MISC,,,de,1
Wetter: Wie,Wetter: Wie,MISC,,,de,1
Ineffizienter,Ineffizienter,MISC,,,de,1
Ein europaweiter Gaspreisdeckel,Ein europaweiter Gaspreisdeckel,MISC,,,de,1
Streit um die Atomkraft,Streit um die Atomkraft,MISC,,,de,1
Nordstream-Pipeline,Nordstream-Pipeline,MISC,,,de,1
Kanzler-Machtwort.,Kanzler-Machtwort.,MISC,,,de,1
Atomkraft:,Atomkraft:,MISC,,,de,1
Ostsee-Pipelines.,Ostsee-Pipelines.,MISC,,,de,1
LNG-Frachter,LNG-Frachter,MISC,,,de,1
LNG-Terminals Wilhelmshaven sol…,LNG-Terminals Wilhelmshaven sol…,MISC,,,de,1
Wo einst Gas,Wo einst Gas,MISC,,,de,1
Gaskrise?,Gaskrise?,MISC,,,de,1
Ein Energiekosten-Abwehrschirm,Ein Energiekosten-Abwehrschirm,MISC,,,de,1
Der Krieg Russlands,Der Krieg Russlands,MISC,,,de,1
"Atomkraft: Keine Blackouts, niedrigere Preise?","Atomkraft: Keine Blackouts, niedrigere Preise?",MISC,,,de,1
AKW NeckarwestheimEntscheidung,AKW NeckarwestheimEntscheidung,MISC,,,de,1
Flüssig-Gas.,Flüssig-Gas.,MISC,,,de,1
Grundschul-Ländervergleich,Grundschul-Ländervergleich,MISC,,,de,1
Energie-Experten,Energie-Experten,MISC,,,de,1
Frankr…,Frankr…,MISC,,,de,1
Freiwilligkeit,Freiwilligkeit,MISC,,,de,1
Podcast.,Podcast.,MISC,,,de,1
AKW-Entscheidung des Bundeskanzlers,AKW-Entscheidung des Bundeskanzlers,MISC,,,de,1
Preis für Gas,Preis für Gas,MISC,,,de,1
Zumutungen.,Zumutungen.,MISC,,,de,1
AKW-Beschluss der Grünen,AKW-Beschluss der Grünen,MISC,,,de,1
Pragmatismus.,Pragmatismus.,MISC,,,de,1
Nord-Stream-Leitungen,Nord-Stream-Leitungen,MISC,,,de,1
Verschnaufpause an den Gasmärkten:,Verschnaufpause an den Gasmärkten:,MISC,,,de,1
Anschläge auf die,Anschläge auf die,MISC,,,de,1
Chemieriese,Chemieriese,MISC,,,de,1
Kalten Krieg,Kalten Krieg,MISC,,,de,1
Nein danke“:,Nein danke“:,MISC,,,de,1
NATO-Generalleutnant,NATO-Generalleutnant,MISC,,,de,1
Maybrit Illner.,Maybrit Illner.,MISC,,,de,1
NATO-Generalleutna…,NATO-Generalleutna…,MISC,,,de,1
Gasspeicher-Füllstand,Gasspeicher-Füllstand,MISC,0.0,0.0,de,1
Europas Gasinfrastruktur-Betreibern hervorgin…,Europas Gasinfrastruktur-Betreibern hervorgin…,MISC,,,de,1
Frankreich.,Frankreich.,MISC,0.5,0.0,de,1
Reichstagskuppel,Reichstagskuppel,MISC,,,de,1
Zorn auf die Grünen:,Zorn auf die Grünen:,MISC,,,de,1
Appell an Habeck:,Appell an Habeck:,MISC,,,de,1
Ironman,Ironman,MISC,,,de,1
Xpress,Xpress,MISC,,,de,1
La…,La…,MISC,,,de,1
Russland: Deutsche Soldaten,Russland: Deutsche Soldaten,MISC,,,de,1
Nächstes Jahr,Nächstes Jahr,MISC,,,de,1
Bullerbü.,Bullerbü.,MISC,,,de,1
Ines auf…,Ines auf…,MISC,,,de,1
Gaskund…,Gaskund…,MISC,,,de,1
Reden …,Reden …,MISC,,,de,1
Parteitag der Grünen:,Parteitag der Grünen:,MISC,,,de,1
Parteitag: Die Grünen,Parteitag: Die Grünen,MISC,,,de,1
Kompromiss.,Kompromiss.,MISC,,,de,1
Die MidCat-Pipeline,Die MidCat-Pipeline,MISC,,,de,1
iranischen,iranischen,MISC,,,de,1
AKW-Laufzeiten,AKW-Laufzeiten,MISC,0.0,0.0,de,1
Youtube,Youtube,MISC,,,de,1
Energie-Einsparungen,Energie-Einsparungen,MISC,,,de-DE,1
niedersächsischen,niedersächsischen,MISC,,,de,1
"Deutschland, der EU-Prügelknabe?","Deutschland, der EU-Prügelknabe?",MISC,,,de,1
Gas-Not,Gas-Not,MISC,,,de,1
Atomstrom,Atomstrom,MISC,,,de,1
Das kostet!,Das kostet!,MISC,,,de,1
Ende Jahr vom Netz,Ende Jahr vom Netz,MISC,,,de,1
Süwag.,Süwag.,MISC,,,de,1
Rheinpegel,Rheinpegel,MISC,,,de,1
Wasserstraßenbau,Wasserstraßenbau,MISC,0.0,0.0,de,1
SPIEGEL-Informationen der Preiseffekt,SPIEGEL-Informationen der Preiseffekt,MISC,,,de,1
EU-Kommission: Zwei Modelle für den,EU-Kommission: Zwei Modelle für den,MISC,,,de,1
Gaspreises.,Gaspreises.,MISC,,,de,1
AKW-Abschaltug:,AKW-Abschaltug:,MISC,,,de,1
Nacht auf Mon…,Nacht auf Mon…,MISC,,,de,1
Deutschland:,Deutschland:,MISC,0.0,0.0,de,1
Hohe Heizkosten: Wie man den Winter auf den Kanaren,Hohe Heizkosten: Wie man den Winter auf den Kanaren,MISC,,,de,1
Tausende Euro,Tausende Euro,MISC,,,de,1
Der Klimawandel,Der Klimawandel,MISC,,,de,1
Angriff Russlands,Angriff Russlands,MISC,,,de,1
Deutsche Gasnetzbetreiber,Deutsche Gasnetzbetreiber,MISC,,,de,1
Bornh…,Bornh…,MISC,,,de,1
Baltic Pipe“,Baltic Pipe“,MISC,,,de,1
polnischen,polnischen,MISC,,,de,1
Ostsee-Pipeline Baltic Pipe,Ostsee-Pipeline Baltic Pipe,MISC,,,de,1
Vorfälle?,Vorfälle?,MISC,,,de,1
TV-Duell vor Niedersachsen-Wahl,TV-Duell vor Niedersachsen-Wahl,MISC,,,de,1
Widersprüche,Widersprüche,MISC,,,de,1
Tagesspiegel.,Tagesspiegel.,MISC,,,de,1
Gasknappheit: Angst vor „Zitterpartie“ in Schulen,Gasknappheit: Angst vor „Zitterpartie“ in Schulen,MISC,,,de,1
Panzerdeals.,Panzerdeals.,MISC,,,de,1
"Tages: Krieg in der Ukraine, Uniper","Tages: Krieg in der Ukraine, Uniper",MISC,,,de,1
Business,Business,MISC,,,de-DE,1
Ukraine-Konflikt,Ukraine-Konflikt,MISC,,,de,1
europäisch-russischen,europäisch-russischen,MISC,,,de,1
Stream 2.,Stream 2.,MISC,,,de,1
EuropeDecoded,EuropeDecoded,MISC,,,de,1
Golf,Golf,MISC,,,de,1
Gas-Embargo:,Gas-Embargo:,MISC,,,de,1
Das Podcast-Radio.,Das Podcast-Radio.,MISC,,,de-DE,1
Anstatt Öl und Erdgas,Anstatt Öl und Erdgas,MISC,,,de,1
LNG-Lieferung,LNG-Lieferung,MISC,,,de,1
Deutsche über Inflation: „Ich traue mich,Deutsche über Inflation: „Ich traue mich,MISC,,,de,1
VENTURE GLOBAL,VENTURE GLOBAL,MISC,,,en,1
norwegische,norwegische,MISC,,,de,1
katarisches,katarisches,MISC,,,de,1
kolumbianische,kolumbianische,MISC,,,de,1
Mega-Wärmepumpen,Mega-Wärmepumpen,MISC,,,de,1
Gasausstieg,Gasausstieg,MISC,,,de,1
Wärmpumpen,Wärmpumpen,MISC,,,de,1
Russlands Krieg,Russlands Krieg,MISC,,,de,1
Deutschen.,Deutschen.,MISC,,,de,1
Gas aus Russland:,Gas aus Russland:,MISC,,,de,1
WELT.,WELT.,MISC,,,de,1
Wall Street Journal“ verschlimmert,Wall Street Journal“ verschlimmert,MISC,,,de,1
The Times“,The Times“,MISC,,,de,1
Klima-Union,Klima-Union,MISC,,,de,1
Hause?,Hause?,MISC,,,de-DE,1
Ukraine-Konflikts:,Ukraine-Konflikts:,MISC,,,de,1
Absturz,Absturz,MISC,,,de,1
